Date,Adj Close,Return
2015-01-02,19.935258865356445,
2015-01-05,19.53814697265625,-0.019920077054544683
2015-01-06,19.530929565429688,-0.00036940080534064723
2015-01-07,19.7114315032959,0.009241850842865329
2015-01-08,19.8630599975586,0.007692414132243419
2015-01-09,20.065231323242188,0.010178256809798558
2015-01-12,20.25295829772949,0.009355834052600764
2015-01-13,20.2890625,0.0017826631418362826
2015-01-14,20.15909004211425,-0.006406035660137088
2015-01-15,19.790855407714844,-0.018266431353306634
2015-01-16,19.985809326171875,0.009850707028107308
2015-01-20,20.26740074157715,0.014089567793310387
2015-01-21,20.101337432861328,-0.008193616479648225
2015-01-22,20.57787322998047,0.023706671195922846
2015-01-23,20.368484497070312,-0.010175431181347339
2015-01-26,20.195192337036133,-0.008507857325325552
2015-01-27,19.42262077331543,-0.03825522187792574
2015-01-28,19.357641220092773,-0.003345560518379198
2015-01-29,19.65367126464844,0.015292671312060246
2015-01-30,19.039947509765625,-0.03122692684835615
2015-02-02,19.3720817565918,0.017444073659122372
2015-02-03,19.58147048950196,0.010808788417326909
2015-02-04,19.27099609375,-0.01585551993750478
2015-02-05,19.68254852294922,0.02135605379177541
2015-02-06,19.668115615844727,-0.0007332844670833172
2015-02-09,19.58147048950196,-0.004405359823742572
2015-02-10,19.84861946105957,0.013642947382365156
2015-02-11,19.44428253173828,-0.020371035381808067
2015-02-12,21.271020889282227,0.0939473263959325
2015-02-13,21.24935913085937,-0.0010183694772153418
2015-02-17,21.16271209716797,-0.004077630443243274
2015-02-18,21.29267883300781,0.006141308129274714
2015-02-19,21.16271209716797,-0.006103822673470538
2015-02-20,21.37932205200196,0.010235453463593558
2015-02-23,21.39376449584961,0.0006755332939238912
2015-02-24,21.39376449584961,0.0
2015-02-25,21.29267883300781,-0.004725005870818588
2015-02-26,21.595935821533203,0.014242312623214293
2015-02-27,21.3071231842041,-0.013373471736340736
2015-03-02,21.798099517822266,0.023042826071524525
2015-03-03,21.32878303527832,-0.02153015597347052
2015-03-04,21.177152633666992,-0.007109191432090989
2015-03-05,21.155494689941406,-0.0010227032925641533
2015-03-06,20.88834571838379,-0.012627876373159763
2015-03-09,21.19881629943848,0.014863339837460021
2015-03-10,20.693397521972656,-0.023841839578524593
2015-03-11,20.40458297729492,-0.013956845142083063
2015-03-12,20.390146255493164,-0.0007075234920418394
2015-03-13,20.17353248596192,-0.010623453447416331
2015-03-16,20.4334659576416,0.012884876352743824
2015-03-17,20.325159072875977,-0.005300465666967291
2015-03-18,20.325159072875977,0.0
2015-03-19,20.40458297729492,0.003907664591168425
2015-03-20,20.5345458984375,0.006369300528572319
2015-03-23,20.51288604736328,-0.0010548005873296518
2015-03-24,20.216854095458984,-0.014431511549412024
2015-03-25,19.82695770263672,-0.019285710377157206
2015-03-26,19.55981063842773,-0.013473931211012813
2015-03-27,19.588682174682617,0.0014760642006506064
2015-03-30,19.964141845703125,0.019167173558299444
2015-03-31,20.029630661010746,0.0032803220801456145
2015-04-01,19.825910568237305,-0.010170936060743152
2015-04-02,19.738601684570312,-0.00440377673280079
2015-04-06,19.80408477783203,0.003317514295498869
2015-04-07,19.92776298522949,0.006245085737862421
2015-04-08,20.044172286987305,0.005841563944939399
2015-04-09,20.10237693786621,0.0029038191273527136
2015-04-10,20.400672912597656,0.014838840981513668
2015-04-13,20.357027053833008,-0.002139432309494871
2015-04-14,20.23334312438965,-0.006075736359552164
2015-04-15,20.55346870422364,0.015821684922058488
2015-04-16,20.8081111907959,0.01238927064996731
2015-04-17,20.313373565673828,-0.023776190956770193
2015-04-20,20.720802307128903,0.02005716776378108
2015-04-21,20.873592376708984,0.007373752585222659
2015-04-22,20.822662353515625,-0.0024399261168953634
2015-04-23,20.86630821228028,0.0020960748449769806
2015-04-24,20.968164443969727,0.004881372912411086
2015-04-27,21.01909828186035,0.0024291033212147095
2015-04-28,21.33194732666016,0.014884037393259497
2015-04-29,21.135513305664062,-0.009208442998103528
2015-04-30,20.975452423095703,-0.007573077608929668
2015-05-01,21.19371223449707,0.010405487662380253
2015-05-04,21.222808837890625,0.0013728884808672515
2015-05-05,21.01909828186035,-0.009598661401810982
2015-05-06,21.07730484008789,0.0027692224208195615
2015-05-07,20.960893630981445,-0.005523059517791751
2015-05-08,21.266469955444336,0.01457840156257606
2015-05-11,21.251914978027344,-0.0006844096574318836
2015-05-12,21.266469955444336,0.0006848783948194548
2015-05-13,21.35378074645996,0.004105561063897811
2015-05-14,21.135513305664062,-0.010221489271031503
2015-05-15,21.49928855895996,0.017211564632234833
2015-05-18,21.65207290649414,0.007106483878067893
2015-05-19,21.637523651123047,-0.0006719566959674239
2015-05-20,21.55021858215332,-0.004034891902484183
2015-05-21,21.4119815826416,-0.006414644890247123
2015-05-22,21.288301467895508,-0.005776210588858355
2015-05-26,21.06275749206543,-0.010594737967715151
2015-05-27,21.32467460632324,0.012435081890700861
2015-05-28,21.35378074645996,0.0013649043033037156
2015-05-29,21.32467460632324,-0.0013630438788478916
2015-06-01,21.23008728027344,-0.004435581212655415
2015-06-02,21.157339096069336,-0.003426654975257737
2015-06-03,21.16461944580078,0.00034410516834793015
2015-06-04,20.81538772583008,-0.016500732312481503
2015-06-05,20.79355812072754,-0.0010487244047563404
2015-06-08,20.57529258728028,-0.010496786176757644
2015-06-09,20.546188354492188,-0.0014145233981307515
2015-06-10,20.85176467895508,0.014872652736880099
2015-06-11,20.997276306152344,0.006978384296851381
2015-06-12,20.76445770263672,-0.01108803828272753
2015-06-15,20.720802307128903,-0.002102409614206935
2015-06-16,20.888139724731445,0.008075817486322467
2015-06-17,21.04820442199707,0.0076629465033744015
2015-06-18,21.251914978027344,0.009678286657905044
