Date,Adj Close,Close,High,Low,Open,Volume,Return,Log Return,Rolling Mean,Rolling Std,Volatility
2015-01-09,57.87444305419922,57.87444305419922,59.58444213867188,57.83111190795898,58.99666595458984,2944800,-0.022757983220341726,-0.023020943409046906,-0.0016451244004955345,0.019316724244912858,0.30664349097870813
2015-01-12,58.38999938964844,58.38999938964844,58.47777938842773,57.21333312988281,58.09222030639648,2879100,0.00890818655423442,0.008868742735913846,0.004398556805912568,0.016082360968621208,0.2552995657064614
2015-01-13,57.96222305297852,57.96222305297852,59.33333206176758,57.415557861328125,59.11111068725586,4296600,-0.0073261918332157006,-0.007353160174161295,0.0008258852549493323,0.016359528080146037,0.25969945719866616
2015-01-14,59.48444366455078,59.48444366455078,59.650001525878906,57.66444396972656,57.92333221435547,2897100,0.026262288286992064,0.02592335568308593,0.004981749726398555,0.020059304494996988,0.3184315870000927
2015-01-15,58.264442443847656,58.264442443847656,59.78777694702149,58.04888916015625,59.45777893066406,2226600,-0.020509584448382023,-0.020722826687153088,-0.003084656932142593,0.020698610901995283,0.3285802615870191
2015-01-16,58.95888900756836,58.95888900756836,59.08777618408203,57.709999084472656,58.106666564941406,2389500,0.01191887426692495,0.011848403884126514,0.003850714565310742,0.01810593317982946,0.28742277869149
2015-01-20,57.98777770996094,57.98777770996094,59.43888854980469,57.62111282348633,59.35444259643555,2442600,-0.016470990446966538,-0.016608145347018724,-0.0012251208349294495,0.01981080773142155,0.3144868231719426
2015-01-21,57.56888961791992,57.56888961791992,58.56999969482422,57.33555603027344,57.54666519165039,2224800,-0.007223730734020828,-0.007249948211845612,-0.001204628615090475,0.019802970519756536,0.3143624112937158
2015-01-22,58.37555694580078,58.37555694580078,58.50444412231445,57.34111022949219,57.59000015258789,4549500,0.0140122092545929,0.013914945781505815,-0.0036546444215703076,0.015935324824205056,0.25296543927528387
2015-01-23,57.50777816772461,57.50777816772461,58.53555679321289,56.4466667175293,56.926666259765625,4536000,-0.014865447517389274,-0.014977045633995654,-0.002525817035371758,0.014585610678150817,0.2315393914463713
2015-01-26,57.88999938964844,57.88999938964844,57.91222381591797,56.86333465576172,57.49444580078125,1975500,0.00664642652006231,0.006624436410639754,-0.003580306584744286,0.01342461693486284,0.2131091871357196
2015-01-27,56.578887939453125,56.578887939453125,57.46222305297852,56.22444534301758,57.0011100769043,3483000,-0.022648323786815583,-0.022908736525299837,-0.004815773252714095,0.015088646555735477,0.23952483844216416
2015-01-28,55.84000015258789,55.84000015258789,57.08222198486328,55.77555465698242,56.11111068725586,2291400,-0.01305942576418151,-0.01314544983560645,-0.005982912258746231,0.015540411028482047,0.246696377118534
2015-01-29,56.10889053344727,56.10889053344727,56.391109466552734,54.772220611572266,55.69333267211914,2530800,0.004815372136902196,0.004803815317900398,-0.007822279682284373,0.01290251137084275,0.204821018252598
2015-01-30,54.94222259521485,54.94222259521485,56.0988883972168,54.8488883972168,55.661109924316406,2554200,-0.020792924742237706,-0.021012141700994223,-0.009007775127254059,0.013941875963859044,0.22132041966047983
2015-02-02,56.3477783203125,56.3477783203125,56.43000030517578,54.96222305297852,55.53889083862305,3683700,0.025582432939654343,0.025260678468593152,-0.005220573843335652,0.020354468911268162,0.3231171768480672
2015-02-03,56.51777648925781,56.51777648925781,56.8466682434082,55.83555603027344,56.47444534301758,2027700,0.0030169453705688465,0.0030124035235941887,-8.7520011858766e-05,0.017955546950468484,0.28503547131050283
2015-02-04,56.10222244262695,56.10222244262695,56.97666549682617,56.011112213134766,56.37888717651367,1541700,-0.0073526255356107795,-0.007379789318732863,0.00105384003385538,0.01708511465293881,0.27121778695621024
2015-02-05,57.35222244262695,57.35222244262695,57.377777099609375,56.34444427490234,56.46222305297852,3011400,0.022280757260165762,0.02203616761645743,0.0045469170585080935,0.0196407072586876,0.31178656187945125
2015-02-06,56.918888092041016,56.918888092041016,58.155555725097656,56.63999938964844,57.15444564819336,2594700,-0.007555667978157765,-0.007584356636798445,0.007194368411324081,0.015908720212835504,0.2525431041628157
2015-02-09,55.69889068603516,55.69889068603516,57.0011100769043,55.43333435058594,56.66666793823242,2059200,-0.021433964135649464,-0.02166700759191807,-0.00220891100373668,0.016214975360563016,0.2574047539145378
2015-02-10,55.54111099243164,55.54111099243164,56.10889053344727,55.05666732788086,55.85889053344727,2797200,-0.0028327259602511923,-0.0028367457214835048,-0.003378845269900688,0.01595256674562154,0.2532391462924415
2015-02-11,55.436668395996094,55.436668395996094,56.0,55.17333221435547,55.4555549621582,1210500,-0.0018804556583280618,-0.0018822259347018014,-0.002284411294444144,0.015798756725521116,0.2507974879184281
2015-02-12,56.41222381591797,56.41222381591797,56.47555541992188,55.0977783203125,55.57222366333008,2130300,0.01759765599464358,0.017444610136684392,-0.0032210315475485808,0.014016647801521448,0.22250738578563592
2015-02-13,56.747779846191406,56.747779846191406,56.80666732788086,56.18777847290039,56.24666595458984,1259100,0.005948285807140241,0.005930664597916288,-0.0005202407904889794,0.014271314029951172,0.2265500868321468
2015-02-17,57.11111068725586,57.11111068725586,57.36333465576172,56.35555648803711,56.747779846191406,1718100,0.00640255604799389,0.0063821467541304204,0.005047063246239691,0.00821961886719886,0.13048240436605577
2015-02-18,56.98444366455078,56.98444366455078,57.20888900756836,56.682220458984375,57.05555725097656,1006200,-0.002217905083280791,-0.002220368277521312,0.005170027421633772,0.008075605600140765,0.1281962646252779
2015-02-19,56.83000183105469,56.83000183105469,56.98333358764648,56.15777969360352,56.61222076416016,1152900,-0.002710245526046484,-0.0027139248909440273,0.0050040694480900875,0.008263069996379963,0.13117216965804462
2015-02-20,57.03444290161133,57.03444290161133,57.04222106933594,56.25333404541016,56.80555725097656,1382400,0.0035974144636561345,0.003590959245010222,0.002204021141892598,0.0043957993190886675,0.06978115086993407
2015-02-23,57.07777786254883,57.07777786254883,57.21444320678711,56.51333236694336,56.62555694580078,1048500,0.0007598033527258519,0.0007595148482869558,0.0011663246510097204,0.0038721564959971594,0.06146857875559054
2015-02-24,56.87444305419922,56.87444305419922,57.07110977172852,56.61333465576172,56.973331451416016,1071000,-0.0035624163372174333,-0.003568776852659676,-0.0008266698260325445,0.0029604527053030175,0.046995729758401036
2015-02-25,56.40666580200195,56.40666580200195,57.02111053466797,56.11111068725586,56.66777801513672,1043100,-0.00822473552402947,-0.008258745270405616,-0.0020280359141822803,0.0044898930673076985,0.07127484281621496
2015-02-26,56.258888244628906,56.258888244628906,56.945556640625,55.973331451416016,56.52111053466797,1120500,-0.002619859821032078,-0.0026232976595223613,-0.002009958773179399,0.004486640466164405,0.07122320937377953
2015-02-27,55.55555725097656,55.55555725097656,56.258888244628906,55.282222747802734,56.258888244628906,2537100,-0.012501686677384605,-0.012580490236050044,-0.005229779001387547,0.005179702669538634,0.0822252307731396
2015-03-02,55.91777801513672,55.91777801513672,56.11000061035156,55.66444396972656,55.66444396972656,1603800,0.006519973555908942,0.006498810467036781,-0.004077744960750929,0.0071214983536887055,0.1130502816360973
2015-03-03,56.56333160400391,56.56333160400391,56.776668548583984,55.78333282470703,56.47222137451172,2500200,0.011544693150941088,0.0114785616727083,-0.0010563230631192243,0.010012654652392844,0.15894596504283204
2015-03-04,55.61777877807617,55.61777877807617,56.21444320678711,55.44444274902344,56.163333892822266,2377800,-0.016716710262887124,-0.016858011404179026,-0.0027547180108907555,0.01204628444579674,0.1912288371955423
2015-03-05,55.502220153808594,55.502220153808594,56.045555114746094,55.3388900756836,55.71777725219727,1836000,-0.0020777281438849604,-0.002079889615490794,-0.002646291675461332,0.012050240900016908,0.19129164395918333
2015-03-06,54.893333435058594,54.893333435058594,55.502220153808594,54.63777923583984,55.220001220703125,2450700,-0.010970493019245797,-0.011031112636886919,-0.0023400529438335703,0.01175295526195375,0.18657238075918567
2015-03-09,54.73222351074219,54.73222351074219,54.88888931274414,54.07444381713867,54.522220611572266,2694600,-0.002934963396001522,-0.0029392788469315588,-0.004231040334215663,0.010682959700792003,0.16958672780652378
2015-03-10,54.168888092041016,54.168888092041016,54.73444366455078,54.165557861328125,54.28889083862305,2331000,-0.010292573233218083,-0.010345908049061582,-0.008598493611047498,0.006103230401587156,0.09688577902037092
2015-03-11,54.83444213867188,54.83444213867188,55.21222305297852,54.119998931884766,54.127777099609375,1926000,0.012286647743257939,0.012211779516077714,-0.0027978220098184847,0.009368063006780272,0.14871338989394758
