Date,Adj Close,Close,High,Low,Open,Volume,Return,Log Return,Rolling Mean,Rolling Std,Volatility
2015-01-09,148.7236785888672,172.66000366210938,175.22999572753906,172.35000610351562,174.50999450683594,1396200,-0.013597056767615912,-0.013690343324223647,0.00034523521145066736,0.015980922255468922,0.25368927605656916
2015-01-12,148.64614868164062,172.57000732421875,175.0,172.49000549316406,174.05999755859375,1884700,-0.0005213017050289537,-0.0005214376300034534,0.0033143099041899717,0.013521919615193119,0.2146538193000432
2015-01-13,147.7244873046875,171.5,174.72999572753906,170.10000610351562,173.92999267578125,1736400,-0.006200371722560161,-0.006219673855604997,0.0020859409787235884,0.014168432572690359,0.2249168943295546
2015-01-14,148.80116271972656,172.75,172.9600067138672,169.00999450683594,170.0,1928900,0.007288401771998521,0.007261969725682341,0.0020713022526847257,0.014161655301514761,0.22480930848496494
2015-01-15,149.74867248535156,173.85000610351562,174.4600067138672,172.0800018310547,173.2899932861328,2218200,0.0063676233996214915,0.006347435738702427,-0.0013325410047170029,0.008780452981062203,0.1393853699183179
2015-01-16,152.25521850585938,176.75999450683594,176.89999389648438,172.86000061035156,172.86000061035156,2588900,0.016738352193092165,0.016599809819333556,0.004734540787424612,0.008667133968563726,0.13758648636299955
2015-01-20,154.2966766357422,179.1300048828125,179.47000122070312,177.1999969482422,178.30999755859375,2596300,0.013408132410280826,0.01331903890440315,0.007520427610486569,0.008793155424763267,0.13958701496077278
2015-01-21,153.91766357421875,178.69000244140625,180.42999267578125,177.49000549316406,178.94000244140625,1615400,-0.0024563916073072622,-0.002459413486798741,0.008269223633537149,0.00737820166507899,0.11712532037209011
2015-01-22,156.2519989013672,181.3999938964844,181.4900054931641,178.30999755859375,179.52999877929688,1537400,0.01516613020845936,0.01505227418267177,0.009844769320829316,0.00793638814193374,0.12598625598983199
2015-01-23,151.60922241210938,176.00999450683594,180.7400054931641,175.5500030517578,177.55999755859375,3340200,-0.02971338940878787,-0.030163776292499885,0.002628566759147444,0.01964901084165436,0.31191837717257626
2015-01-26,152.16912841796875,176.66000366210938,177.94000244140625,175.1699981689453,175.94000244140625,1393800,0.003693086719602112,0.0036862840183422606,1.9513664449433145e-05,0.018113157342946065,0.2875374587257126
2015-01-27,149.77455139160156,173.8800048828125,175.58999633789062,173.61000061035156,175.5399932861328,1388000,-0.015736286665123722,-0.015861416479250524,-0.005809370150631476,0.017402992380456245,0.27626393944223515
2015-01-28,147.6813507080078,171.4499969482422,175.6199951171875,171.14999389648438,175.42999267578125,1220700,-0.013975676536134962,-0.014074255856322826,-0.008113227136397016,0.017609400082005146,0.2795405601241562
2015-01-29,148.92173767089844,172.88999938964844,173.24000549316406,170.0500030517578,172.13999938964844,1640600,0.008399076504541858,0.008364000528493027,-0.009466637877180517,0.015507522166413266,0.24617428261890661
2015-01-30,145.665771484375,169.11000061035156,173.63999938964844,168.8800048828125,171.57000732421875,2194600,-0.02186360592782488,-0.022106156429786195,-0.007896681180987918,0.01316589366596176,0.2090020825683319
2015-02-02,147.50912475585938,171.25,171.3000030517578,168.02999877929688,169.3000030517578,1474800,0.012654676885997862,0.012575275625634957,-0.006104363147708769,0.015534933238024183,0.24660941989082022
2015-02-03,148.9906768798828,172.97000122070312,173.99000549316406,170.75,173.02000427246094,1649500,0.010043799842725187,0.00999369609379847,-0.0009483458461389871,0.01581457593558336,0.2510486100930012
2015-02-04,148.22406005859375,172.0800018310547,173.2100067138672,171.1699981689453,172.13999938964844,1442300,-0.005145401291834606,-0.005158684453450797,0.0008177092027210842,0.01442837850746785,0.22904340811601534
2015-02-05,149.335205078125,173.3699951171875,174.1699981689453,172.60000610351562,172.72000122070312,1149700,0.0074963876923355155,0.007468429415236663,0.0006371714402798156,0.014315001503695569,0.22724360397776483
