Date,Adj Close,Close,High,Low,Open,Volume
2015-01-02,80.41867065429688,103.43000030517578,105.66000366210938,102.66999816894531,105.16000366210938,4323700
2015-01-05,78.73149871826172,101.26000213623047,102.77999877929688,100.79000091552734,102.77999877929688,5878100
2015-01-06,78.4904556274414,100.94999694824219,102.06999969482422,100.33999633789062,102.06999969482422,4910100
2015-01-07,81.18067932128906,104.41000366210938,104.47000122070312,102.0,102.29000091552734,5091000
2015-01-08,82.97673034667969,106.72000122070312,106.98999786376953,105.0199966430664,105.37000274658203,6464600
2015-01-09,81.55384826660156,104.88999938964844,106.87999725341797,104.81999969482422,106.87999725341797,5717600
2015-01-12,81.18840026855469,104.41999816894531,105.29000091552734,104.05999755859375,105.16999816894531,4992900
2015-01-13,80.6519546508789,103.7300033569336,106.04000091552734,103.1500015258789,105.41000366210938,5395200
2015-01-14,79.80448150634766,102.63999938964844,103.41000366210938,101.87999725341797,102.41999816894531,5384400
2015-01-15,78.537109375,101.01000213623047,103.6500015258789,100.81999969482422,103.31999969482422,6895000
2015-01-16,80.95519256591797,104.12000274658203,104.30999755859375,100.23999786376953,100.86000061035156,6403800
2015-01-20,80.27873992919922,103.25,104.94999694824219,102.3499984741211,104.83999633789062,5331300
2015-01-21,80.49645233154297,103.52999877929688,104.05999755859375,102.5,103.05000305175781,5899200
2015-01-22,82.47134399414062,106.06999969482422,106.30999755859375,103.54000091552734,104.37999725341797,5804100
2015-01-23,81.92707824707031,105.37000274658203,106.4800033569336,105.30999755859375,106.20999908447266,4072300
2015-01-26,82.69682312011719,106.36000061035156,106.5,105.05999755859375,105.36000061035156,4192300
2015-01-27,81.7638168334961,105.16000366210938,105.80999755859375,104.4000015258789,104.77999877929688,4606500
2015-01-28,81.43721771240234,104.73999786376953,107.43000030517578,104.5999984741211,105.30999755859375,4917300
2015-01-29,83.67649841308594,107.62000274658203,107.73999786376953,104.51000213623047,105.13999938964844,6529300
2015-01-30,81.18840026855469,104.41999816894531,106.86000061035156,104.37999725341797,106.36000061035156,7000000
2015-02-02,81.19619750976562,104.43000030517578,105.0,101.56999969482422,104.77999877929688,5012800
2015-02-03,83.38105010986328,107.23999786376953,107.31999969482422,104.80999755859375,104.88999938964844,5969200
2015-02-04,84.29074096679688,108.41000366210938,109.0,106.75,107.08999633789062,6765200
2015-02-05,84.74168395996094,108.98999786376953,109.33999633789062,108.1500015258789,108.9800033569336,4471800
2015-02-06,84.78056335449219,109.04000091552734,109.73999786376953,108.45999908447266,109.27999877929688,4223700
2015-02-09,84.23632049560547,108.33999633789062,109.45999908447266,108.04000091552734,108.87999725341797,4243800
2015-02-10,86.04793548583984,110.66999816894531,110.8499984741211,108.66000366210938,108.79000091552734,5414400
2015-02-11,85.76803588867188,110.30999755859375,110.80000305175781,109.80999755859375,110.5999984741211,4552900
2015-02-12,87.20645141601562,112.16000366210938,112.19999694824219,110.20999908447266,110.80999755859375,4592200
2015-02-13,86.99649810791016,111.88999938964844,112.38999938964844,111.30000305175781,112.01000213623047,5098600
2015-02-17,87.08201599121094,112.0,112.2300033569336,110.62000274658203,111.69000244140625,6028600
2015-02-18,87.07424926757812,111.98999786376953,112.16999816894531,111.0,111.5999984741211,3731600
2015-02-19,86.25786590576172,110.94000244140625,112.44999694824219,110.63999938964844,112.01000213623047,5910600
2015-02-20,87.26863861083984,112.23999786376953,112.25,110.05000305175781,110.80999755859375,7276100
2015-02-23,87.29973602294922,112.27999877929688,113.16000366210938,111.80000305175781,112.98999786376953,5638000
2015-02-24,90.77519226074219,116.75,117.91999816894531,115.12999725341797,117.5,12775500
2015-02-25,90.43311309814453,116.30999755859375,117.3499984741211,115.8499984741211,117.3499984741211,7328200
2015-02-26,89.71004486083984,115.37999725341797,116.41999816894531,115.19999694824219,116.0,5649900
2015-02-27,89.2201919555664,114.75,115.66999816894531,114.55999755859375,115.19000244140625,5732600
2015-03-02,90.28539276123047,116.12000274658203,117.05999755859375,114.86000061035156,114.86000061035156,5971900
2015-03-03,90.24651336669922,116.06999969482422,116.12000274658203,114.80000305175781,116.11000061035156,3784800
2015-03-04,89.22796630859375,114.76000213623047,115.47000122070312,114.25,115.38999938964844,3799000
2015-03-05,90.12211608886719,115.91000366210938,116.0999984741211,115.05999755859375,115.2300033569336,4088700
2015-03-06,88.9869384765625,114.44999694824219,115.95999908447266,114.0,115.95999908447266,5169200
2015-03-09,89.60894775390625,115.25,115.4800033569336,114.37000274658203,114.37999725341797,5351200
2015-03-10,87.96776580810547,112.55999755859375,114.33999633789062,112.55999755859375,113.8499984741211,5685000
2015-03-11,88.3663330078125,113.06999969482422,113.80000305175781,112.41000366210938,112.68000030517578,4356500
2015-03-12,90.7343521118164,116.0999984741211,116.45999908447266,113.7699966430664,113.8499984741211,5742000
2015-03-13,89.7339859008789,114.81999969482422,116.30999755859375,114.0,115.98999786376953,4626900
2015-03-16,91.04692840576172,116.5,116.61000061035156,115.31999969482422,115.33000183105469,4820300
2015-03-17,90.32794189453125,115.58000183105469,116.08000183105469,115.13999938964844,115.44999694824219,3715900
2015-03-18,90.71871948242188,116.08000183105469,116.41999816894531,113.30999755859375,115.41000366210938,4773600
